Id,SalePrice
1904,159978.555819896
1905,204541.113804753
1906,177657.363099928
1907,225491.275154776
1908,111481.000053346
1909,130325.338594656
1910,127716.052365211
1911,234744.852715366
1912,320663.007825071
1913,155737.552681082
1914,46745.774208203
1915,350673.517978442
1916,68615.482142467
1917,224291.061877707
1918,135941.322671260
1919,160072.011597426
1920,158426.088194278
1921,383460.311957887
1922,340201.998387894
1923,236982.748954980
1924,224631.923326950
1925,204210.037187982
1926,380830.143225680
1927,124851.735555940
1928,177091.812375406
1929,117444.669994612
1930,120404.171846839
1931,112849.487599438
1932,122035.523940168
1933,199147.173472214
1934,190718.849507615
1935,167508.174306314
1936,211858.924790976
1937,178537.733343482
1938,164062.925559908
1939,282216.939964591
1940,208128.609661215
1941,167674.687388624
1942,152988.850720199
1943,240034.333201281
1944,385896.011204887
1945,422715.610133812
1946,146709.345542904
1947,145106.451324412
1948,180134.273392737
1949,242534.477544357
1950,188754.421378777
1951,244419.036128001
1952,201708.579108727
1953,170187.449667078
1954,180347.030237311
1955,132073.691931267
1956,290930.391694908
1957,161447.893011835
1958,239580.700286400
1959,134719.793576459
1960,98427.042092378
1961,120398.064002303
1962,94675.646244501
1963,104327.070644697
1964,106348.224915949
1965,136973.919580001
1966,144894.390056004
1967,312212.167495723
1968,410664.816104965
1969,400479.978301209
1970,404017.197438090
1971,445518.261912849
1972,368002.668984195
1973,300096.607695017
1974,346079.776245845
1975,345122.531415811
1976,279210.198155978
1977,354117.048159594
1978,347689.889085078
1979,322752.132843114
1980,212244.341524529
1981,355827.845290271
1982,218645.140402062
1983,204339.777574297
1984,178304.969077167
1985,229606.653631885
1986,209190.825960963
1987,210660.447385736
1988,167094.624842339
1989,186402.405304631
1990,205808.373420692
1991,237284.402240067
1992,220733.769813202
1993,162307.760991284
1994,237964.091279276
1995,183568.490109642
1996,264378.845498441
1997,324195.875743654
1998,322078.498627165
1999,317627.209816556
2000,324341.779793739
2001,288453.340317566
2002,251898.407354006
2003,239613.863835873
2004,276211.810970924
2005,231717.558481135
2006,225946.175001517
2007,243963.384733554
2008,236911.903846596
2009,212228.829739204
2010,199841.014360615
2011,128487.669107442
2012,179682.642366075
2013,187336.683949613
2014,190292.438780671
2015,227130.988493838
2016,196904.646460688
2017,197407.941293221
2018,102889.803946788
2019,130458.231805240
2020,77621.833629466
2021,95003.151182061
2022,215361.417671197
2023,140960.396102096
2024,298279.485517702
2025,352309.914577444
2026,175758.445367089
2027,155279.053919576
2028,156665.364645173
2029,175367.001231769
2030,264615.179768593
2031,239276.700595026
2032,261698.835724084
2033,257932.294902869
2034,179141.543263739
2035,238866.946536364
2036,191375.247193155
2037,213952.270578703
2038,329669.321116124
2039,225274.910521262
2040,298792.032644038
2041,374043.271130108
2042,218904.707186430
2043,186193.073990035
2044,178198.782132868
2045,203358.370371630
2046,161199.153413127
2047,140652.686874290
2048,132589.679112090
2049,134912.171866067
2050,165755.193526518
2051,105229.807698663
2052,117009.732123681
2053,147973.059997972
2054,93015.082257823
2055,179473.781418521
2056,128899.757133175
2057,101059.806535108
2058,210707.904870055
2059,129251.236724566
2060,185080.545175846
2061,176817.995822760
2062,125912.184559219
2063,110956.040761657
2064,136569.379236386
2065,81430.889841194
2066,166395.401228540
2067,113160.670705279
2068,154595.774952850
2069,87758.449910991
2070,119449.804442372
2071,93839.085103643
2072,133124.424431636
2073,122667.764523403
2074,201350.321840438
2075,166345.768361316
2076,116303.164679344
2077,163460.194181134
2078,131960.953958165
2079,126910.785703910
2080,119880.548272965
2081,122815.107998156
2082,136809.784435768
2083,156144.623286230
2084,104560.826552317
2085,116246.887064201
2086,104435.553269004
2087,122127.472307624
2088,111900.132348190
2089,73938.552706583
2090,118066.773437595
2091,102732.164805045
2092,124505.990200416
2093,163551.605091960
2094,114279.644458342
2095,171200.015946948
2096,84705.409113238
2097,92342.011407470
2098,166373.455547420
2099,37407.181727494
2100,41316.067003548
2101,116185.238962187
2102,122441.957090398
2103,100186.976160173
2104,143277.730317747
2105,135257.568697254
2106,58778.158812839
2107,191300.732608556
2108,120988.105232093
2109,115456.632964549
2110,124104.656611535
2111,142903.267864396
2112,145404.627496731
2113,123659.228879600
2114,126494.956107599
2115,167943.078052585
2116,121609.254043929
2117,149174.726779444
2118,122622.122024390
2119,130962.416955020
2120,107950.520254556
2121,101414.659083202
2122,120409.330201936
2123,102090.074542225
2124,175544.809576166
2125,122358.684803417
2126,155933.917706225
2127,163308.450895791
2128,139690.583223525
2129,46881.451363198
2130,141376.908571139
2131,125789.535785831
2132,125396.435725048
2133,135067.659212023
2134,117913.100962575
2135,98930.453957071
2136,56956.619494469
2137,104231.344525497
2138,126124.677636549
2139,143482.838888073
2140,146522.060368874
2141,173091.514576449
2142,130402.986378800
2143,161285.122455982
2144,134639.446716568
2145,144833.958563935
2146,186848.502901466
2147,121160.849888859
2148,135398.748223847
2149,147042.892990779
2150,232739.703540203
2151,130065.502767604
2152,129613.423963373
2153,190265.879131048
2154,107046.910053630
2155,138084.622847388
2156,273493.887656754
2157,234940.709674197
2158,247036.230665754
2159,225801.797697171
2160,184014.431081626
2161,225442.633492848
2162,370332.304797502
2163,358026.109692674
2164,247582.173561020
2165,196314.308900569
2166,154355.603022606
2167,231885.263594798
2168,201283.481430664
2169,197798.541192818
2170,218683.748583217
2171,155125.488011153
2172,131763.735505440
2173,188121.035012871
2174,224123.195443374
2175,269093.134658969
2176,315385.355896003
2177,245332.179438619
2178,209845.767091401
2179,133043.660154277
2180,232994.680184729
2181,196110.983926105
2182,220581.789548547
2183,189861.170569902
2184,124060.063695612
2185,116299.850136035
2186,221910.776382801
2187,143548.603562387
2188,158443.803204617
2189,303531.489223586
2190,95842.334367271
2191,67749.809792362
2192,73625.279966687
2193,128668.719275532
2194,94573.803436404
2195,97367.168664804
2196,101382.730062702
2197,114298.535716015
2198,166863.842621638
2199,174666.064735841
2200,152582.797545407
2201,155664.084007267
2202,196781.921087588
2203,142906.171637320
2204,198146.341001362
2205,136006.401500610
2206,166082.765415615
2207,223628.111382641
2208,265225.201627118
2209,273782.136928019
2210,122383.305753364
2211,128720.940254488
2212,131039.824235843
2213,103567.788763248
2214,150300.887662461
2215,103067.920149336
2216,172567.130867130
2217,86925.123498543
2218,62406.944858503
2219,60874.633160607
2220,17863.614864636
2221,350566.248674415
2222,307216.998576428
2223,273319.972732663
2224,201263.035969137
2225,126374.355855574
2226,188880.434933657
2227,184597.731271217
2228,279430.884883426
2229,247875.685998146
2230,159403.691111277
2231,217963.125216796
2232,184818.455963654
2233,180022.189117100
2234,245507.582174382
2235,236155.618544394
2236,249929.260333727
2237,295267.689361909
2238,195014.419375026
2239,105381.221147128
2240,155846.982745645
2241,157525.523080164
2242,127144.433477252
2243,121777.351488850
2244,109985.299874773
2245,128881.753963611
2246,139799.765021057
2247,129101.492600298
2248,128715.100716398
2249,115435.670681727
2250,127885.597453735
2251,126042.012840984
2252,197685.384738898
2253,160582.522485935
2254,180728.567112602
2255,188457.971165180
2256,166363.331832180
2257,217221.939766761
2258,152868.680642283
2259,176773.084240285
2260,128703.607764771
2261,221694.545369146
2262,243886.437546621
2263,392108.443168382
2264,467500.373309360
2265,166425.555907748
2266,330633.977313948
2267,387674.834577452
2268,484811.399916442
2269,148669.818537509
2270,182031.600921502
2271,214093.993341987
2272,176967.173310628
2273,151545.739405437
2274,185261.201054155
2275,162409.139894830
2276,196307.877867291
2277,184896.032111575
2278,148825.294787585
2279,142414.869099040
2280,111502.951420663
2281,143344.875011108
2282,164201.906124345
2283,109861.819762693
2284,126107.099600247
2285,155302.444777845
2286,122856.754922480
2287,393823.229074373
2288,293164.376061517
2289,352458.048933044
2290,443891.201458775
2291,363162.286548832
2292,430416.767970065
2293,467593.211783613
2294,389977.598280853
2295,456644.627523250
2296,282116.916416986
2297,394821.030236760
2298,372858.238232227
2299,349459.776319833
2300,335770.558457438
2301,336989.166056195
2302,266888.132990731
2303,254582.101043442
2304,263380.348385291
2305,216457.221981622
2306,205803.833802038
2307,209500.895600953
2308,228579.790536005
2309,311106.302017992
2310,215656.479100298
2311,210552.211142543
2312,185731.834988726
2313,166553.229633070
2314,189868.425980208
2315,183924.837217670
2316,204714.147309121
2317,202872.560457821
2318,189159.247308692
2319,191938.237169246
2320,191244.087033925
2321,238253.446179922
2322,204046.957449832
2323,203088.283533197
2324,172403.870346928
2325,212991.821097384
2326,171136.323567867
2327,200528.831950395
2328,218133.770315492
2329,193817.542516623
2330,183799.414949870
2331,339602.095402068
2332,393009.661871869
2333,330040.669098718
2334,282692.917868601
2335,303443.828784535
2336,322227.791860449
2337,201780.781491035
2338,255276.166598347
2339,211754.256525536
2340,390796.938870642
2341,209831.727244010
2342,234636.860577701
2343,226032.324571050
2344,221904.248204590
2345,225020.904809432
2346,220233.291403733
2347,212405.550190734
2348,254215.372065656
2349,198171.140317586
2350,318482.089396349
2351,292666.952498826
2352,249197.144949117
2353,258829.080501480
2354,164525.705374638
2355,149392.236299091
2356,143667.972129944
2357,196183.641513361
2358,203562.984852505
2359,130940.584022138
2360,107355.401852585
2361,150342.367302520
2362,266394.274337596
2363,142136.791674419
2364,151377.096767069
2365,204854.645268179
2366,197460.030434363
2367,222833.314060051
2368,228159.973904959
2369,221188.519993320
2370,168733.815619377
2371,164423.129923443
2372,192842.381530853
2373,294676.803965671
2374,315582.506688528
2375,244426.746461275
2376,282155.517422781
2377,344588.515601409
2378,154121.192158311
2379,224362.048067839
2380,149030.116184234
2381,173699.458984560
2382,206972.510201907
2383,200463.000439960
2384,235738.180568039
2385,156361.639952258
2386,133574.954298747
2387,127248.608334013
2388,104916.937279831
2389,106383.078641978
2390,152661.991949703
2391,138311.218208057
2392,115102.764047312
2393,177959.249706259
2394,147601.046982885
2395,216483.665168856
2396,139402.618004451
2397,224113.595555463
2398,129695.192077767
2399,72011.786024067
2400,57710.867534737
2401,150920.330963158
2402,139135.529293145
2403,145769.351236062
2404,150163.672516334
2405,155675.139702753
2406,146278.891479425
2407,130968.492664713
2408,141917.566012154
2409,113344.548853770
2410,186147.398065610
2411,112734.188513250
2412,164454.793074448
2413,124575.252698430
2414,170187.270914750
2415,133596.240381810
2416,131747.626906586
2417,144438.291123989
2418,139611.347021545
2419,123906.391407512
2420,125274.805506729
2421,365280.360009389
2422,104257.607907959
2423,119782.817925969
2424,134018.638226918
2425,212117.965712666
2426,135911.402734608
2427,134999.589557832
2428,192581.072706546
2429,102061.425429536
2430,134391.536282174
2431,93146.542311005
2432,154694.380592746
2433,155229.928032541
2434,140840.758643192
2435,171793.170665599
2436,113503.259548968
2437,94876.672394937
2438,119490.913138475
2439,92795.660745470
2440,126628.467659186
2441,101281.635617578
2442,98717.853769027
2443,141291.847779613
2444,130005.383505464
2445,82100.219587942
2446,138368.841879194
2447,187578.039263345
2448,125252.110968465
2449,115026.850716960
2450,160492.538645170
2451,108798.738708413
2452,206688.262589628
2453,108558.370693601
2454,119639.082422942
2455,121528.262476416
2456,158228.946086057
2457,158964.377807158
2458,150538.215960590
2459,121139.242762694
2460,139445.842686391
2461,128784.116000462
2462,134914.093641139
2463,127209.742104655
2464,196897.226925950
2465,141732.913754462
2466,110851.495308077
2467,109681.083889786
2468,91978.600737391
2469,95651.202143605
2470,217162.207168603
2471,238366.563938626
2472,185723.204368566
2473,136201.194603089
2474,84021.867184683
2475,219352.116450440
2476,117104.067258855
2477,115813.630271411
2478,157699.667894953
2479,97400.538588236
2480,165656.039769499
2481,125833.809740945
2482,99415.765358147
2483,108416.743895920
2484,120977.350515094
2485,125920.207081014
2486,162075.195353178
2487,176281.875712115
2488,169395.951596836
2489,156475.081674282
2490,140329.068171498
2491,113388.099358929
2492,181992.690314480
2493,141323.369924830
2494,136848.494556535
2495,67885.378417369
2496,214536.745666792
2497,166171.812266126
2498,112408.095820881
2499,82540.078694216
2500,128484.844642287
2501,142180.688508546
2502,151919.886380080
2503,105263.122937151
2504,480022.965248632
2505,230064.417612903
2506,243379.423785460
2507,276039.768085432
2508,242728.362768502
2509,211148.851954667
2510,205212.398631124
2511,177310.849185770
2512,217935.198853454
2513,212273.545588183
2514,342853.501720670
2515,159118.835395235
2516,174137.014283999
2517,155096.183709833
2518,145823.497639572
2519,250160.056609354
2520,225308.678340691
2521,189936.629060679
2522,222178.346191055
2523,116106.125739219
2524,138729.856688155
2525,213065.007618346
2526,150891.279600730
2527,120001.007257441
2528,158079.889912473
2529,152319.326255075
2530,115729.076857480
2531,269138.169329238
2532,221093.895311706
2533,196101.858137307
2534,239743.402416162
2535,279805.583590970
2536,233647.138858781
2537,265932.629993954
2538,190493.932022324
2539,186512.209114710
2540,186329.588743402
2541,174498.474991936
2542,165591.109601866
2543,105400.991547424
2544,125688.249781688
2545,129264.988773834
2546,119938.170504008
2547,143309.711553529
2548,169209.469578950
2549,154942.122771272
2550,691837.971815808
2551,134453.887171827
2552,142098.734668283
2553,76762.583877848
2554,79462.146835375
2555,103045.370077463
2556,89672.120447157
2557,100432.521592788
2558,182991.499237889
2559,163474.641862957
2560,164167.807820671
2561,152037.830753375
2562,163329.756009057
2563,163561.854002159
2564,190539.001290747
2565,176410.386602168
2566,169517.494335245
2567,147392.873011388
2568,226797.087695326
2569,235417.526616652
2570,119366.987412063
2571,207333.957988471
2572,177689.510450743
2573,224962.809976109
2574,163724.658710572
2575,136990.690660914
2576,203880.929312623
2577,145172.952250737
2578,87407.215749690
2579,52048.800705641
2580,104431.719604991
2581,119137.611158631
2582,123841.496150531
2583,283359.268771055
2584,178145.760840593
2585,178837.862736830
2586,219167.214222967
2587,204597.617813682
2588,147016.573852191
2589,151621.946756355
2590,196812.502841382
2591,204350.022221035
2592,222087.450540463
2593,265844.380950495
2594,172431.658032828
2595,216159.654814611
2596,271467.805718848
2597,198109.458010616
2598,282068.174413378
2599,397207.252459012
2600,527181.007634173
2601,125777.075827503
2602,75109.540543666
2603,95440.424402785
2604,87590.214686266
2605,71720.663470791
2606,132309.746850354
2607,202221.029399718
2608,176226.414842929
2609,148713.580750599
2610,107834.114429773
2611,224835.568666430
2612,157271.085192797
2613,121906.836641672
2614,110385.677987700
2615,164773.261240376
2616,156586.420921032
2617,205957.179264234
2618,192293.601895871
2619,207567.399978503
2620,193363.886886521
2621,182097.799410333
2622,181432.871319231
2623,231670.336969213
2624,281183.711266871
2625,306945.440592368
2626,174340.084742893
2627,190152.904133483
2628,479308.439501999
2629,499584.726226124
2630,391182.639954393
2631,467970.810981599
2632,421462.871764959
2633,323732.395765915
2634,439249.363122947
2635,141855.438581855
2636,169085.672614573
2637,189212.929998056
2638,273611.875416833
2639,191491.689565934
2640,156303.494024471
2641,92407.318601411
2642,171139.027259601
2643,105882.984334972
2644,111353.629048009
2645,110049.655960849
2646,92093.663050653
2647,97341.413363234
2648,155792.343368120
2649,150258.509692800
2650,138604.747210507
2651,136824.483887871
2652,395366.253640071
2653,260768.801716253
2654,283116.440641567
2655,419257.580155591
2656,331316.004872716
2657,379237.097558943
2658,339387.413117410
2659,333755.070633469
2660,369464.914185492
2661,377642.975147047
2662,390932.665808866
2663,285853.748344749
2664,304733.011234838
2665,328072.268474213
2666,297026.263662156
2667,181529.620724200
2668,187861.569521041
2669,192959.834532035
2670,272726.844268443
2671,190619.135484738
2672,196826.460655970
2673,203632.090797255
2674,199350.084820811
2675,191943.353141375
2676,186728.840088781
2677,210181.730583781
2678,236344.694322247
2679,279924.993598299
2680,297619.542009202
2681,408670.935422842
2682,318552.770766825
2683,485816.354429517
2684,318126.539638357
2685,338119.138396014
2686,246955.453408079
2687,302292.892857536
2688,221352.393878378
2689,219876.167254952
2690,395382.426351193
2691,204916.963241775
2692,160630.269671478
2693,215064.660124659
2694,142627.004184131
2695,202292.888482602
2696,191726.030492029
2697,192312.948109605
2698,221014.202109348
2699,166606.931454633
2700,142201.434286835
2701,133452.414109515
2702,85459.055467318
2703,122866.769299483
2704,143017.491874286
2705,105381.954867860
2706,83436.300234204
2707,94716.903037648
2708,143692.555163984
2709,114376.092218455
2710,141606.606772681
2711,425541.626969631
2712,412525.473952176
2713,166106.534127922
2714,145176.729415937
2715,172850.978646308
2716,134225.151186446
2717,189157.161532079
2718,217509.502636388
2719,155277.722773522
2720,178963.813421238
2721,128474.911642070
2722,162585.790373903
2723,138754.296677034
2724,124140.608599068
2725,128339.153389445
2726,147855.458318145
2727,192476.343864993
2728,175292.113880392
2729,147458.429205538
2730,154657.253523529
2731,128384.943159999
2732,135071.486388452
2733,161473.025418417
2734,130799.788732859
2735,141420.087441788
2736,132952.958388913
2737,125835.811959108
2738,129957.856907218
2739,153863.662166442
2740,142464.241452811
2741,141430.453798351
2742,146600.811002943
2743,165062.859274545
2744,167997.030658341
2745,146526.371663972
2746,144665.930071226
2747,139768.633252181
2748,104432.949235354
2749,132597.225195023
2750,117795.831979987
2751,139146.757632572
2752,188131.292396343
2753,155181.911225117
2754,244975.650503468
2755,135940.476171721
2756,98143.904547322
2757,51903.897573660
2758,91475.441113537
2759,173549.791492935
2760,135498.576744719
2761,136275.857893540
2762,142117.725684843
2763,192801.277516743
2764,143121.957285752
2765,280687.524394223
2766,137025.772812715
2767,81754.528591994
2768,127072.682876223
2769,147239.045360845
2770,136803.531692530
2771,97699.873385389
2772,101965.000126693
2773,172961.617852793
2774,157315.362525514
2775,132352.217398134
2776,146511.568167248
2777,143840.644377675
2778,125155.485734618
2779,128036.290824585
2780,97292.489392009
2781,94977.500921647
2782,93506.254337821
2783,107106.617599746
2784,128779.302920508
2785,140387.588457532
2786,54141.924896270
2787,129145.848241268
2788,66805.702986750
2789,174123.520296044
2790,87943.999360028
2791,99975.906656935
2792,73794.470259302
2793,166542.730552956
2794,100330.820815211
2795,133403.786992620
2796,111199.225916391
2797,252031.495761884
2798,125252.577772909
2799,114779.265741442
2800,61526.730749232
2801,117597.835706229
2802,129646.841020132
2803,180132.603101336
2804,126443.786457967
2805,105960.044608228
2806,70383.202472811
2807,255010.806306414
2808,155293.773206280
2809,131159.137505098
2810,125443.167284162
2811,163552.072777310
2812,177550.063837668
2813,153511.432671774
2814,163198.170413030
2815,111763.927794832
2816,236300.693418861
2817,145312.020766915
2818,129615.079349698
2819,158178.417169793
2820,139040.333944196
2821,100866.296178961
2822,190640.316219225
2823,333677.388119352
2824,190073.829458729
2825,148748.611788238
2826,138487.499437025
2827,138817.639431922
2828,249172.617733372
2829,209269.056953719
2830,235382.863143165
2831,184654.297462707
2832,258316.016529958
2833,324924.248929917
2834,240683.133130635
2835,228076.164511254
2836,191263.090594362
2837,156948.325363833
2838,154554.860017226
2839,170648.038063570
2840,213404.521586022
2841,205133.406223994
2842,223550.727721949
2843,158571.814964081
2844,180159.178050452
2845,122716.254850385
2846,207251.108384365
2847,225408.669626394
2848,218854.227246812
2849,200481.717401004
2850,270382.571911058
2851,213485.655050965
2852,235231.900344068
2853,229606.484423830
2854,138445.293748954
2855,208061.967188161
2856,206914.406104497
2857,192879.951533631
2858,213282.365683846
